gender,age,person,became_member_on,income,treatment,outcome,discount_attributed_spend,tenure_days,total_transactions,avg_spend,purchase_frequency,is_missing_demographics
M,71,dde6811f1d3b438187f179963abcac98,2016-06-05,92000.0,1,306.82,66.77,781,13.0,23.60153846153846,0.499,False
M,32,cb0147b0870d4aec9c0735188ed755fe,2018-05-26,60000.0,0,14.950000000000001,0.0,61,5.0,2.99,2.459,False
M,58,f92651e747004faba3d2d8083c07d8f3,2016-02-22,65000.0,1,67.32,53.1,885,19.0,3.543157894736842,0.644,False
F,23,5bd256d63385406b94de643992856231,2017-07-03,34000.0,1,129.4,63.55,388,17.0,7.611764705882353,1.314,False
F,59,6d9f997f587349d1b3977558dda3e2af,2018-04-29,115000.0,1,183.49,114.1,88,6.0,30.581666666666667,2.045,False
M,53,63372429ab224b8f8b1939a70a77ea7d,2015-01-03,68000.0,1,54.3,0.0,1300,14.0,3.8785714285714286,0.323,False
M,62,886e98d7b2b34db7a122121e0760b05d,2016-02-07,72000.0,1,193.15,153.55,900,10.0,19.315,0.333,False
F,62,9a3d4c98199149e894023860eaeac542,2018-01-27,77000.0,1,85.94,85.94,180,3.0,28.646666666666665,0.5,False
F,43,ac41b8574427446e8f31fc37042ac3ee,2018-05-16,60000.0,1,128.3,13.9,71,9.0,14.255555555555556,3.803,False
M,27,a87dd5ea878444f08ab557b145c5377c,2017-07-09,62000.0,1,296.79,119.88,382,16.0,18.549375,1.257,False
F,67,f8676ef6a9d94a0a868a00ef9f687715,2016-08-31,96000.0,1,244.15,154.01,694,10.0,24.415,0.432,False
M,49,8656a80ea2584f04963317d19f63a40c,2017-12-11,67000.0,1,90.76,4.17,227,5.0,18.152,0.661,False
M,51,25c34888681c46acb8aff3ef0a842aca,2014-09-13,79000.0,1,115.35000000000001,65.45,1412,6.0,19.225,0.127,False
M,50,77e2665e47184ad79d1705fe09f15730,2015-12-19,62000.0,1,259.8,185.32,950,17.0,15.282352941176471,0.537,False
M,60,5baef2b5cb3a4aee8534e0d4a2e399e4,2018-01-11,31000.0,1,67.2,0.0,196,7.0,9.6,1.071,False
F,37,47bbfabcf1e447a79b7f189d2b197b05,2017-03-02,83000.0,1,221.04999999999998,114.46,511,8.0,27.631249999999998,0.47,False
M,38,32fb5f395ecc4929a84f7662c456ff72,2017-07-27,40000.0,0,137.39000000000001,0.0,364,14.0,9.81357142857143,1.154,False
F,28,31db9ac5fd334f65bd0598d85b7e9d4a,2017-11-20,64000.0,1,80.15,53.84,248,19.0,4.218421052631579,2.298,False
M,64,6472c4fee5004a70a14cff948130ab6a,2017-06-05,108000.0,1,157.73,134.20999999999998,416,6.0,26.28833333333333,0.433,False
M,37,b79b26728dff48cf9e07ec7cc4b74d66,2015-03-04,49000.0,1,59.33,20.18,1240,22.0,2.696818181818182,0.532,False
F,25,fbb3e5a730234388800162ceaf1b9de3,2018-05-27,68000.0,1,168.36,119.21000000000001,60,9.0,18.706666666666667,4.5,False
F,66,58d199bd8c0142529feffe3cb00a9da7,2018-02-05,96000.0,1,109.27000000000001,0.0,171,4.0,27.317500000000003,0.702,False
F,74,793a0463fc47489fa20bc46178315d66,2016-08-13,112000.0,1,95.61,61.53,712,3.0,31.87,0.126,False
F,32,43b1ca5826de42a48707d29dcfa7d7ad,2018-06-24,45000.0,1,14.96,0.0,32,4.0,3.74,3.75,False
F,57,5e318339b10a4578b1937bc06b9b4cca,2015-12-02,56000.0,1,237.22,76.79,967,16.0,14.82625,0.496,False
M,92,14b8e91e01a348198b6f4fb0f28d9ab1,2016-09-08,53000.0,1,168.89000000000001,21.94,686,23.0,7.34304347826087,1.006,False
M,24,7fbdb682e1cb47b8aa05b7d05cd5d3a6,2016-10-21,57000.0,1,50.83,28.990000000000002,643,13.0,3.9099999999999997,0.607,False
M,55,060f8becdb7543ed82d9ef1afd10e274,2015-11-25,100000.0,1,259.8,150.31,974,10.0,25.98,0.308,False
M,56,35c863d477084f7fb46e4b309cf3ea5d,2014-09-11,66000.0,1,84.21000000000001,30.240000000000002,1414,5.0,16.842000000000002,0.106,False
F,64,0d069e0def304114b261daa9695433ba,2016-11-02,70000.0,1,204.85,99.12,631,10.0,20.485,0.475,False
F,58,ed0780d61c1a49699b6592a05f5ae459,2016-02-28,51000.0,1,185.94,88.7,879,14.0,13.281428571428572,0.478,False
M,73,c7403905ee24419aa50a4f1815198e5e,2018-07-01,36000.0,1,92.78,55.15,25,9.0,10.30888888888889,9.0,False
M,78,61047f86ce9c4dd79951d46a021d6904,2016-05-12,94000.0,1,132.81,0.0,805,6.0,22.135,0.224,False
M,39,189e8aa0b33d45e8bd8f8bbb551e4ad2,2018-01-13,48000.0,1,23.68,14.74,194,5.0,4.736,0.773,False
M,67,8cdc79bcad21462f92d7f0e35ac66cc0,2015-11-08,55000.0,1,97.07,55.0,991,7.0,13.867142857142856,0.212,False
O,67,70be3c98f6f0499ab6fd1c1e487094b5,2017-07-10,99000.0,1,337.84000000000003,26.42,381,12.0,28.153333333333336,0.945,False
M,21,c42ee240ba5c45dc88144bdd7504ba04,2018-02-22,58000.0,1,18.43,8.1,154,5.0,3.686,0.974,False
M,20,7b3a3c6a202a43d487286aa6681a00ac,2018-06-23,52000.0,1,11.01,0.49,33,5.0,2.202,4.545,False
M,54,cc2b2a9191974ae6a8bc6b6e0f1c4c97,2018-07-12,81000.0,0,34.85,0.0,14,2.0,17.425,2.0,False
M,61,127f660955454bd0a5a0d7b0a6a48c62,2016-07-18,96000.0,1,780.3499999999999,0.0,738,3.0,260.1166666666666,0.122,False
M,63,5f29fa9bbadd4010b698f16b89b1fd80,2018-01-02,88000.0,1,160.04000000000002,0.0,205,6.0,26.673333333333336,0.878,False
M,45,24c6acb661704e08aa8f57c497edc663,2017-09-01,41000.0,1,22.130000000000003,0.0,328,5.0,4.426,0.457,False
F,50,14a0ac6daabd41e49a79fb4c2a413c94,2017-08-30,60000.0,1,50.510000000000005,26.8,330,4.0,12.627500000000001,0.364,False
M,42,047a2de0c17849c89d04248c357cab52,2018-07-15,30000.0,1,23.22,8.100000000000001,11,6.0,3.8699999999999997,6.0,False
F,64,067d00749d234d72946b07f1f472fcba,2018-06-24,33000.0,1,16.380000000000003,5.48,32,6.0,2.7300000000000004,5.625,False
M,19,13c3c9b11acd4d509efc39eb928248f6,2017-05-06,31000.0,1,330.56,301.22,446,11.0,30.05090909090909,0.74,False
F,48,8f3dfac303b74df788dae87f1a3eb2f5,2017-04-01,60000.0,1,200.75,135.04,481,12.0,16.729166666666668,0.748,False
O,56,09531802efb9407586a3061eefd9cfef,2018-02-28,72000.0,0,104.57,0.0,148,7.0,14.938571428571427,1.419,False
M,36,9b57fc35a3e94321b91896e05e4bd83f,2013-08-13,51000.0,0,4.65,0.0,1808,3.0,1.55,0.05,False
F,20,04fcbc5e1faf4b7bba20116ecb30ca17,2017-10-11,46000.0,1,58.519999999999996,22.93,288,6.0,9.753333333333332,0.625,False
F,41,ff9beda564da4bab81633fca744037dc,2017-12-07,53000.0,1,77.19,24.23,231,6.0,12.865,0.779,False
M,56,72c8dfba6eb44158af1115edbdc3dd8c,2016-05-21,106000.0,0,212.0,0.0,796,8.0,26.5,0.302,False
M,57,b4e0faec308c46c196235fdc0b0821f8,2014-02-11,66000.0,1,77.53,47.0,1626,20.0,3.8765,0.369,False
M,55,9d491dc1e3ca4c41a54c9b8da54f6764,2017-05-15,60000.0,1,53.33,15.93,437,16.0,3.333125,1.098,False
F,63,eb3ce155c32f4c80a29a3417a1e698d5,2016-06-19,97000.0,1,158.19,83.83,767,6.0,26.365,0.235,False
F,90,c6f99c74d2a84deb9f021324d0e1a863,2016-10-14,104000.0,1,45.8,22.85,650,2.0,22.9,0.092,False
M,19,11423ed89bbb4f78943e6667fa9eee86,2017-10-28,39000.0,1,15.52,7.13,271,5.0,3.104,0.554,False
M,68,6cd32ababc644c6c8a2644368c795728,2014-12-11,54000.0,1,78.92,33.24,1323,29.0,2.721379310344828,0.658,False
M,52,34b8b6c78bd042538c9ce74b7d8e40ca,2018-07-11,70000.0,1,139.24,26.75,15,8.0,17.405,8.0,False
M,76,332aa1f51a7643199d9d60f885230511,2018-03-15,62000.0,1,26.72,8.08,133,6.0,4.453333333333333,1.353,False
F,64,888b4c8271d7405099787146343929e8,2018-03-30,100000.0,0,41.5,0.0,118,2.0,20.75,0.508,False
M,59,7ca26be2427d4ca6916d5798997361c6,2018-02-24,40000.0,1,8.41,0.52,152,5.0,1.682,0.987,False
F,48,c15d0f3d85d1418db38392877091325b,2018-05-23,37000.0,1,74.39,10.36,64,8.0,9.29875,3.75,False
M,68,77fef96c3b8a4a89a43c4127b9b23adf,2016-10-02,55000.0,1,181.60999999999999,161.68,662,10.0,18.160999999999998,0.453,False
F,25,c36979028fb641848997b28b35b1e0ce,2017-01-04,39000.0,1,218.82999999999998,75.82,568,20.0,10.9415,1.056,False
M,56,b7879e91fcaa4b2eb7dc5f31ccfdae1b,2018-03-08,93000.0,1,169.47,153.26,140,7.0,24.21,1.5,False
F,73,08926f1f08c34a4a9681ab3d6a5ef17e,2017-08-08,113000.0,1,184.99,131.31,352,6.0,30.831666666666667,0.511,False
M,72,3622ea602ea242a68bf3bf73df66bbb9,2016-05-03,96000.0,1,46.28,0.0,814,2.0,23.14,0.074,False
M,27,b7e1468163f146eaa0b2a0359a6b733c,2014-10-02,38000.0,1,28.63,9.42,1393,12.0,2.3858333333333333,0.258,False
M,27,f900feb23c6949d1aa3e2c6c3cc5c7e5,2018-01-25,37000.0,1,168.65,93.38,182,20.0,8.432500000000001,3.297,False
M,73,d210546d39034722ae351b45b0b56d25,2017-02-05,43000.0,1,88.73,0.0,536,8.0,11.09125,0.448,False
M,50,5020a1a69f4c48749526643389e7e8c3,2016-11-23,53000.0,0,140.58,0.0,610,11.0,12.780000000000001,0.541,False
M,19,7f22a3ef50594700ab5096e9b0fc5298,2016-06-26,39000.0,1,29.259999999999998,13.65,760,13.0,2.2507692307692304,0.513,False
M,67,afe18417cb5241e5b76cb3a5b1ca661e,2013-11-15,52000.0,1,27.31,19.09,1714,10.0,2.731,0.175,False
M,27,2587a4254c8744288dc5e472119a4274,2016-06-14,41000.0,1,164.35999999999999,46.62,772,15.0,10.957333333333333,0.583,False
M,20,8a0218a6c58345558d776dd45979af38,2015-10-11,55000.0,1,35.32,0.0,1019,11.0,3.210909090909091,0.324,False
M,34,28ae5599449d43288b3e0983080ad04c,2018-03-01,48000.0,1,152.48,44.58,147,14.0,10.891428571428571,2.857,False
M,54,1202fceb1b8e40ffb03ed9d664cd34fc,2017-08-26,84000.0,1,62.76,32.06,334,3.0,20.919999999999998,0.269,False
M,44,f5b1bf31e4484153a8d6ffbb312da4b7,2017-12-28,51000.0,1,125.07000000000001,81.18,210,13.0,9.62076923076923,1.857,False
M,59,26de843918834f53b73844559b4b90f2,2016-12-25,34000.0,1,155.85,113.75,578,21.0,7.421428571428571,1.09,False
M,63,f2ac47ad6a874a10b85490a42cb23d76,2017-09-26,89000.0,1,87.17,47.540000000000006,303,4.0,21.7925,0.396,False
F,55,9a800b4c6a5141c58da7c46d88bdaa91,2016-07-15,91000.0,0,188.36,0.0,741,8.0,23.545,0.324,False
F,48,3604067a5af745549b026cc2f4434567,2016-10-09,53000.0,1,131.8,0.0,655,12.0,10.983333333333334,0.55,False
M,28,85cca17ba1414d76b9382420a0d869d1,2016-02-27,48000.0,1,92.53,27.13,880,8.0,11.56625,0.273,False
F,36,4429b18a9761470d921cb74bba65470e,2017-12-02,91000.0,1,84.44999999999999,56.04,236,3.0,28.149999999999995,0.381,False
M,46,ad20bf997b3d4d99b6c8afd17a33232b,2017-10-16,71000.0,1,46.05,30.689999999999998,283,3.0,15.35,0.318,False
F,87,b7aa6f74b09b40d89cfbdbba1350b282,2017-03-25,61000.0,1,169.83,105.75,488,13.0,13.063846153846155,0.799,False
M,56,89939d40a29c4cec90827c6a370306a6,2016-03-25,88000.0,1,156.16,81.6,853,7.0,22.30857142857143,0.246,False
M,69,f22beaa171b84c579ffa84131f755ebe,2017-11-28,58000.0,1,29.04,8.8,240,10.0,2.904,1.25,False
F,47,65744b44aa9a415bb0d1dcd84b29395f,2015-09-22,57000.0,1,144.37,114.28,1038,11.0,13.124545454545455,0.318,False
F,54,4af072ea19dd4d87be88f04be942a4d5,2016-04-28,110000.0,1,87.6,0.0,819,4.0,21.9,0.147,False
F,56,c6cdd8fa71ac4366a365c8a971232330,2018-04-30,68000.0,1,58.3,15.47,87,3.0,19.433333333333334,1.034,False
M,20,7dd8f1f777494b70a41fa2f6ac9901a4,2018-02-20,31000.0,1,9.41,6.529999999999999,156,4.0,2.3525,0.769,False
O,49,fa7519955dc94052ab6fbee88775d412,2015-04-10,64000.0,1,110.34,39.83,1203,7.0,15.762857142857143,0.175,False
F,89,aeb2465e958342f39d18e44d6ba36311,2017-09-18,107000.0,1,184.49,61.58,311,7.0,26.35571428571429,0.675,False
F,74,cbf24f9d89e546c7872f28326a7821d3,2017-03-12,66000.0,1,281.58,12.55,501,16.0,17.59875,0.958,False
M,54,2c6d717ac83a44e3bdac1a09b2c1b3a7,2017-09-15,63000.0,0,10.15,0.0,314,4.0,2.5375,0.382,False
F,78,cfc2c56dd3ec4ce8be3b41a91ac8a967,2016-03-18,57000.0,1,262.44,40.05,860,17.0,15.43764705882353,0.593,False
F,55,7fd1bdfdb0a9430c919ba908dddf0254,2018-02-25,75000.0,1,28.75,28.75,151,2.0,14.375,0.397,False
M,45,7d47f3a573e34dadb223d70389da903f,2014-06-09,94000.0,1,246.06,16.13,1508,11.0,22.36909090909091,0.219,False
M,27,6ed1b52f1db249c9b0db544e1e521eec,2018-04-10,60000.0,1,200.17000000000002,137.51,107,13.0,15.397692307692308,3.645,False
M,19,fe54dec74c99440bb4ee266e2a4c778d,2014-06-19,61000.0,1,80.63,58.29,1498,7.0,11.518571428571429,0.14,False
F,63,23222e141aae4ba9b8efd19138d8f30f,2016-06-10,103000.0,1,196.64999999999998,84.0,776,7.0,28.092857142857138,0.271,False
M,55,5da06c89165842058885d81018a7ced6,2017-10-07,99000.0,1,0.0,0.0,292,0.0,0.0,0.0,False
M,59,8a60eeb9a6184dd9a19075aebbc1ec71,2016-01-29,64000.0,1,97.05,26.78,909,7.0,13.864285714285714,0.231,False
M,26,0cb948aa329f4902afa2e3f19af6dec9,2014-02-27,42000.0,1,14.270000000000001,1.25,1610,10.0,1.427,0.186,False
F,70,3ff3ba62ae5b46e3b81d6c505bbae67c,2018-04-29,97000.0,0,45.239999999999995,0.0,88,2.0,22.619999999999997,0.682,False
M,44,4957ce23e5594b26a7b374b20271ed47,2018-01-12,41000.0,1,10.870000000000001,0.0,195,3.0,3.6233333333333335,0.462,False
F,61,9ebea19881914675872b19e6998fa0e5,2017-06-11,86000.0,0,292.17,0.0,410,13.0,22.474615384615387,0.951,False
M,29,448e7ec51aff47b5aa87edecca3a51ae,2017-11-15,45000.0,1,25.79,14.41,253,11.0,2.3445454545454543,1.304,False
M,37,5a2ee75088994187bed4cb8404acb54a,2014-10-20,69000.0,1,85.98,59.38,1375,27.0,3.1844444444444444,0.589,False
M,81,f66453345d8e4d4fb96562207f39071d,2018-01-15,98000.0,1,371.11,115.38,192,16.0,23.194375,2.5,False
F,92,69d2fbf20a124c91a75e9938c85e2fde,2018-06-02,94000.0,1,58.06,0.0,54,2.0,29.03,1.111,False
M,56,54eaf9f5ddc04ce6a91d8385bb0a8d17,2018-05-21,50000.0,0,11.59,0.0,66,3.0,3.8633333333333333,1.364,False
F,66,0a331bcbd92f4719ab8ad2223fd588fe,2016-12-01,85000.0,0,215.6,0.0,602,8.0,26.95,0.399,False
M,56,dbbd2a13fcae41c8a80a6521b9a46c35,2017-02-12,48000.0,1,113.00999999999999,50.45,529,8.0,14.126249999999999,0.454,False
M,61,a97e140cf0094644a99290c1172f7d18,2016-03-22,73000.0,1,114.78,13.55,856,7.0,16.397142857142857,0.245,False
F,50,6b49e02272f84e3fa02207f58a1b1aa9,2016-05-29,108000.0,1,253.18,103.12,788,9.0,28.13111111111111,0.343,False
F,95,b8fea1db59094b43927802db63db5185,2016-03-19,52000.0,1,105.44,42.61,859,7.0,15.062857142857142,0.244,False
F,74,2073b670f77040db9854ed363895fbc5,2018-04-08,34000.0,1,15.06,12.350000000000001,109,8.0,1.8825,2.202,False
F,36,cda9cfe7fef94bff967275bfac03a633,2016-11-22,73000.0,0,134.79,0.0,611,7.0,19.255714285714284,0.344,False
M,56,899ed0c4994f47c4b3dd71eb929870bc,2017-04-10,82000.0,1,88.23,64.47,472,4.0,22.0575,0.254,False
F,50,7d074f93492e43e6aa923e6516b449ab,2015-12-26,37000.0,1,171.37,73.65,943,19.0,9.019473684210526,0.604,False
F,58,de40dd24f3694867b0be0858438b08ad,2018-02-28,91000.0,1,118.97,40.45,148,5.0,23.794,1.014,False
F,83,adca596a441a4d68b76a57d19f4041ab,2016-07-19,86000.0,1,196.49,135.91,737,10.0,19.649,0.407,False
M,93,da53066ed4d84acfacb1d696b8516622,2018-01-23,52000.0,1,80.50999999999999,0.0,184,3.0,26.836666666666662,0.489,False
M,56,ec09bad002ba40f1b327714e29cd50fd,2013-08-04,31000.0,1,146.65,128.13,1817,22.0,6.665909090909091,0.363,False
M,43,24306c53db4a41aca1c2e10cc4f935da,2017-05-17,74000.0,1,221.09,151.64,435,12.0,18.424166666666668,0.828,False
F,79,f03fb4cc7caf44bbbe6b93a26eda48d3,2016-11-24,47000.0,0,96.66,0.0,609,9.0,10.74,0.443,False
F,52,fefb63b1b736417483421d71ec312673,2016-10-11,75000.0,1,78.83,0.0,653,4.0,19.7075,0.184,False
M,49,369820dc6a5f42c5b82e95d95b58ec9f,2017-06-02,96000.0,0,179.59,0.0,419,7.0,25.655714285714286,0.501,False
F,35,061e7367906a4d0087b8e8f2f92a313e,2017-08-11,60000.0,1,257.21,115.25,349,15.0,17.147333333333332,1.289,False
F,73,5e49e14374c74ac790ee69107c2134a3,2015-10-30,74000.0,1,251.38,0.0,1000,13.0,19.336923076923078,0.39,False
O,47,76fc3f62a604480f8c8edfbb9fcda535,2017-04-17,30000.0,1,27.37,25.79,465,9.0,3.0411111111111113,0.581,False
F,71,7742d6d657ae456390edceea069a5244,2017-12-19,73000.0,1,127.57,74.47,219,7.0,18.224285714285713,0.959,False
M,48,188c44a489374810aa61fdaeb47802e4,2014-11-11,71000.0,1,128.73,62.53,1353,6.0,21.455,0.133,False
F,53,08031f6005104429b664b7abd3a54136,2016-10-28,103000.0,1,224.4,122.5,636,8.0,28.05,0.377,False
F,50,eef30ea4525f4f23bb8de34871b406ee,2016-07-13,85000.0,0,135.01,0.0,743,7.0,19.287142857142857,0.283,False
F,63,6cc6953adbe241bdabd0b950f11a35e9,2016-05-22,77000.0,1,272.77,250.52,795,13.0,20.982307692307693,0.491,False
F,75,3ca04833f5c546bd8a215faa3d5d09b4,2017-03-22,35000.0,1,53.97,29.85,491,20.0,2.6985,1.222,False
M,51,6a5420fc4698440da6a12cb0f00cc7d0,2017-10-29,78000.0,1,0.0,0.0,270,0.0,0.0,0.0,False
M,51,7b617719add74bb4a161376cf419c023,2018-01-01,70000.0,1,26.78,0.0,206,2.0,13.39,0.291,False
F,79,eaf62110c2f744719e0ff528a2717747,2017-06-18,78000.0,1,323.02,179.8,403,13.0,24.847692307692306,0.968,False
M,64,072ee847d4c348db9c24669902dc6abb,2018-05-28,32000.0,1,6.91,1.81,59,5.0,1.3820000000000001,2.542,False
M,69,aecc4f164b69498fa32aa173636fecbe,2018-04-24,96000.0,1,142.39,0.0,93,5.0,28.477999999999998,1.613,False
F,49,089884c069654beba55de2442e32ea82,2017-06-28,81000.0,1,215.16,24.130000000000003,393,10.0,21.516,0.763,False
F,74,e5577291ea424ed2b73957bdbfd295ab,2017-02-11,104000.0,1,791.36,0.0,530,11.0,71.94181818181818,0.623,False
F,53,478ffc2902e948118e3bffbf524be33d,2015-09-12,83000.0,1,44.510000000000005,44.510000000000005,1048,2.0,22.255000000000003,0.057,False
M,56,f14485a649734ab08e12b08af82d775d,2015-07-02,63000.0,0,110.2,0.0,1120,6.0,18.366666666666667,0.161,False
M,40,0a79a089b9d543438ba577e66e0eea82,2017-01-31,86000.0,1,278.14,120.23,541,13.0,21.395384615384614,0.721,False
F,59,3b9ec536e4224688950913b9cf53362c,2018-07-26,88000.0,1,83.32,0.0,0,4.0,20.83,4.0,False
F,55,44940fac0451459992c4fe4d6b1d1d08,2015-07-30,87000.0,1,329.86,174.67,1092,15.0,21.990666666666666,0.412,False
F,80,f07862abca4a4b8d98e0ef8ed8b808f5,2017-01-26,61000.0,1,174.2,117.65,546,9.0,19.355555555555554,0.495,False
M,32,6924192984cf4a17ac5e5b1a937af4b2,2018-05-03,53000.0,1,137.46,10.58,84,7.0,19.63714285714286,2.5,False
F,48,0f14c97e012049359320876b8dffef58,2017-06-09,114000.0,1,251.41000000000003,0.0,412,9.0,27.93444444444445,0.655,False
M,58,d14673707a6a4f329ee68f9b6cc5bc2a,2017-11-22,99000.0,1,221.09,164.99,246,8.0,27.63625,0.976,False
M,79,f55ad8ad42634441895b83676d49ba45,2016-07-11,76000.0,1,219.29,19.69,745,10.0,21.929,0.403,False
M,37,6e3e06d5cd9c478e86894e50289f9ef9,2018-02-23,67000.0,0,5.18,0.0,153,3.0,1.7266666666666666,0.588,False
M,69,5dab8e57f86842ecb438ad9099c61166,2017-01-07,67000.0,0,232.35,0.0,565,14.0,16.59642857142857,0.743,False
M,70,68a537d08baa4a7f89b0bc4c246453f4,2016-08-27,59000.0,1,806.51,791.74,698,10.0,80.651,0.43,False
M,66,59117e97e0424ab89455dc9607b9b7e7,2014-10-21,66000.0,1,70.78,11.270000000000001,1374,15.0,4.718666666666667,0.328,False
M,34,eeb1816aa0bd47fca44cc96531bc913a,2016-09-22,31000.0,1,85.16,15.309999999999999,672,11.0,7.741818181818181,0.491,False
F,63,3dbbfc8fc19d40df9877aa53a91e601b,2017-04-13,70000.0,1,184.78,31.78,469,11.0,16.798181818181817,0.704,False
F,21,0a5bf99f04044a00b1c51b0ab02201af,2018-06-21,40000.0,1,25.46,0.0,35,6.0,4.243333333333333,5.143,False
F,51,457bb303e71f4624bad5afbb2b9a087f,2017-05-08,90000.0,0,110.8,0.0,444,4.0,27.7,0.27,False
M,55,402d0d57aacc4533ab4384581d0fae61,2017-09-24,113000.0,1,253.35000000000002,0.0,305,8.0,31.668750000000003,0.787,False
F,47,5253087d9deb4d2c81f8bd6690ec229e,2018-05-05,59000.0,1,79.58,28.62,82,4.0,19.895,1.463,False
M,23,bdc83aa918b94994a9a9d4b0b4623e21,2014-05-25,73000.0,1,37.1,0.0,1523,13.0,2.853846153846154,0.256,False
M,46,c1d6f806a92c46fdaacaca6b9c8d2e18,2018-05-31,78000.0,1,108.34,24.39,56,4.0,27.085,2.143,False
F,93,bfc1e0be52a141b5a89f3410d5f9eb37,2017-09-14,73000.0,1,104.21000000000001,41.18000000000001,315,5.0,20.842000000000002,0.476,False
F,69,206ce5f33eb14623888263d2b945d089,2016-03-16,78000.0,1,235.46,139.54,862,12.0,19.621666666666666,0.418,False
F,58,fcd0080e7fa846abbb637131d0c466e3,2018-07-05,50000.0,1,13.97,0.0,21,1.0,13.97,1.0,False
F,55,9d2b3df217334085aa72aeba559b70e1,2017-12-01,76000.0,1,51.22,0.0,237,2.0,25.61,0.253,False
F,43,56a24501a23f4d34b70d88ab867b65e2,2016-11-22,36000.0,1,55.24,26.37,611,18.0,3.068888888888889,0.884,False
F,59,07d1d0df6d1e467ba9e23844145b1477,2018-03-27,74000.0,1,170.74,64.65,121,9.0,18.971111111111114,2.231,False
F,51,953f68d9acdd47548bcc529af7d9e5ba,2017-01-04,58000.0,1,110.59,72.89999999999999,568,6.0,18.43166666666667,0.317,False
M,43,64fdf1c65c4a4e59bc18f5b3cb84ed75,2017-10-02,64000.0,1,234.01,211.01,297,16.0,14.625625,1.616,False
F,59,d35cd59ac53044be82475629775a8410,2017-10-13,55000.0,1,10.92,0.0,286,3.0,3.64,0.315,False
F,57,68890545a1f541c5b8eb6c69682596ab,2017-08-08,54000.0,1,49.06,23.54,352,3.0,16.353333333333335,0.256,False
M,23,884a4f84900746388eac0d67a194ab27,2016-12-23,69000.0,1,252.68,49.38,580,16.0,15.7925,0.828,False
F,70,043bcfeacb874bbc837300701ce25870,2017-11-29,72000.0,1,355.49,124.13,239,19.0,18.71,2.385,False
F,62,01f663b988964a4caca8b19abecb551d,2017-05-31,62000.0,1,97.64,77.42,421,5.0,19.528,0.356,False
M,64,0c41798831f44abfbe474aba2ee0a802,2017-07-23,57000.0,1,61.63,12.21,368,5.0,12.326,0.408,False
F,87,ffdefcac307f4ca99ac1ebd51470f106,2017-03-15,47000.0,1,101.32,36.37,498,8.0,12.665,0.482,False
F,69,2282d0c4726b4e9fad5ea8c69002ae9a,2015-12-16,50000.0,1,119.02000000000001,53.89,953,10.0,11.902000000000001,0.315,False
M,46,bf4daf7b9b204d9f9b5e65a3c994009a,2017-04-21,61000.0,0,110.05,0.0,461,8.0,13.75625,0.521,False
M,18,800e86604d1f479884f25cb9b7230f20,2015-08-31,67000.0,1,116.1,0.0,1060,6.0,19.349999999999998,0.17,False
F,94,f40d6cee844544ae829e48798f635631,2017-03-26,85000.0,1,104.54,0.0,487,4.0,26.135,0.246,False
M,31,5710f347d305499b8a54b667a99baad4,2017-09-23,54000.0,1,5.33,3.58,306,2.0,2.665,0.196,False
F,61,0d3dc68161a243b3931832164030ff8b,2017-07-09,88000.0,1,203.17000000000002,114.16000000000001,382,7.0,29.024285714285718,0.55,False
M,58,7e7598e16a454124bf675d37b1a2c265,2014-10-30,60000.0,1,70.0,27.71,1365,24.0,2.9166666666666665,0.527,False
M,24,78e971bddb2842208b226249593b424f,2017-10-17,72000.0,0,16.71,0.0,282,6.0,2.785,0.638,False
M,52,75e8dd3225aa47908891329611068ae7,2018-06-29,67000.0,1,35.02,24.35,27,9.0,3.8911111111111114,9.0,False
F,53,e3b78cfaba0247a89a32c857af219960,2016-10-29,61000.0,1,93.53999999999999,44.89,635,7.0,13.362857142857141,0.331,False
M,45,41354aa288d14c75b25b41f5781a0a90,2017-06-21,49000.0,1,283.51,125.2,400,21.0,13.50047619047619,1.575,False
M,26,231e1e33467647bbba31f6ba36d88541,2014-09-24,68000.0,1,52.13,22.35,1401,12.0,4.344166666666667,0.257,False
M,47,2acc7c8939034af1b712b3568af31a44,2017-09-23,59000.0,1,32.56,32.56,306,3.0,10.853333333333333,0.294,False
M,62,8559e6ba6e4c430c8e054bc65106dd20,2018-06-26,33000.0,1,13.74,0.0,30,6.0,2.29,6.0,False
F,58,107c2d7acb4749428bc169dc0c29733b,2018-01-11,62000.0,1,32.44,0.0,196,2.0,16.22,0.306,False
M,50,448dabde725040978b8a247a20bac126,2018-01-07,60000.0,1,3.19,0.0,200,1.0,3.19,0.15,False
F,34,c1839dbd29d54aacb391b3c58176e2ba,2018-05-15,45000.0,1,7.81,2.53,72,5.0,1.5619999999999998,2.083,False
M,27,a67bb3b2b2314de0afe3f66eb52d3100,2018-03-23,42000.0,1,100.1,55.209999999999994,125,11.0,9.1,2.64,False
F,53,4e921e366a964cd7a6ff3ea0513aa8e3,2017-11-13,94000.0,1,213.76,81.74000000000001,255,8.0,26.72,0.941,False
M,79,ff95e0a9cdfd4030958762dadcb11e1a,2017-05-20,93000.0,1,60.230000000000004,0.0,432,3.0,20.076666666666668,0.208,False
M,33,f3ea5b7c75bb41cba87ef3195caf2ab4,2017-07-09,73000.0,1,538.76,466.40000000000003,382,6.0,89.79333333333334,0.471,False
F,75,b608181fe6a34134917cb35a97b60d44,2016-04-07,67000.0,0,74.13,0.0,840,6.0,12.354999999999999,0.214,False
